Project Title,Application ID,Project Start Date,Project End Date,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,Total Cost IC
Metabolic Tumor Suppressors in Renal Cancer: Unprecedented Roles in Disease Progression,10214558,8/1/2017 0:00,7/31/2024 0:00,Non-SBIR/STTR,2021,959885, ,NCI,599998,359887,959885
Therapeutic implication of RB1 loss in bladder cancer,10214853,3/5/2021 0:00,2/28/2026 0:00,Other Research-Related,2021,285729, ,NCI,264564,21165,285729
Project 1:  Evolution of transcriptional programs in lung cancer progression,10215397,5/1/1997 0:00,1/31/2023 0:00,Non-SBIR/STTR,2021, ,420760, ,268461,152299, 
Project 3:  Targeting epigenetic regulators in cancer,10215399,5/1/1997 0:00,1/31/2023 0:00,Non-SBIR/STTR,2021, ,352717, ,229500,123217, 
"Tumor suppression, p53 and retrotransposons",10215433,8/24/2018 0:00,7/31/2023 0:00,Non-SBIR/STTR,2021,370575, ,NCI,228750,141825,370575
Investigating and targeting pathways of malignant peripheral nerve sheath tumor (MPNST),10215635,7/1/2019 0:00,6/30/2023 0:00,Non-SBIR/STTR,2021,586012, ,NINDS,370220,215792,586012
Targeting the Cancer Stem Cell Population in Head and Neck Squamous Cell Carcinoma,10216158,7/16/2020 0:00,7/15/2023 0:00,"Training, Individual",2021,30036, ,NCI,30036, ,30036
Defining the biological consequences of somatic mutations in high risk AML using integrative single cell approaches,10216162,7/8/2020 0:00,7/7/2022 0:00,"Training, Individual",2021,46036, ,NCI,46036, ,46036
The Translational Regulation of Pro-apoptotic Genes,10216207,7/14/2020 0:00,6/30/2025 0:00,Non-SBIR/STTR,2021,356850, ,NCI,228750,128100,356850
Mechanisms whereby IFN-gamma sensitizes AML to the graft-vs-leukemia effect,10217590,4/20/2021 0:00,3/31/2025 0:00,Non-SBIR/STTR,2021,585063, ,NHLBI,378920,206143,585063
Functions and Activities of p53 and Mdm2 in Normal and Cancer Cells,10218070,8/17/2018 0:00,7/31/2025 0:00,Non-SBIR/STTR,2021,870147, ,NCI,547376,325994,870147
RNF128  Regulation of TP53 in Barrett's Progression,10219176,8/31/2017 0:00,7/31/2024 0:00,Non-SBIR/STTR,2021,422751, ,NCI,270994,151757,422751
USING ARGININE METABOLIC THERAPIES FOR SARCOMA,10219184,8/1/2019 0:00,7/31/2024 0:00,Non-SBIR/STTR,2021,363301, ,NCI,232206,131095,363301
Protein Kinase Signaling in the Genotoxic Stress Response,10219250,9/1/2017 0:00,7/31/2025 0:00,Non-SBIR/STTR,2021,532068, ,NIEHS,334634,197434,532068
Combining single cell approaches and a developmental perspective to discover stem cell control circuits and the cellular and molecular bases of cancer heterogeneity,10219974,8/1/2015 0:00,7/31/2022 0:00,Non-SBIR/STTR,2021,1129825, ,NCI,582384,547441,1129825
Small-Molecule Covalent E6 Antagonists for Treatment of HPV Infection,10220227,5/1/2021 0:00,4/30/2026 0:00,Non-SBIR/STTR,2021,632904, ,NCI,419858,213046,632904
Developing BRAF mutant and BRAF wild-type selective strategies for radiosensitization in Anaplastic Thyroid Cancer,10220909,8/1/2020 0:00,4/30/2026 0:00,Non-SBIR/STTR,2021,445665, ,NCI,350778,115222,445665
Identification of Novel Oncogenic Signaling Pathways using Viral Perturbations,10222618,8/8/2019 0:00,7/31/2026 0:00,Non-SBIR/STTR,2021,1035240, ,NCI,600000,435240,1035240
Role of Gstt1 in metastatic maintenance and self-renewal in PDA,10222628,8/1/2020 0:00,7/30/2022 0:00,Other Research-Related,2021,156330, ,NCI,144750,11580,156330
Defining Molecular Determinants of Lineage Plasticity as a Mechanism of Treatment Resistance in Prostate Cancer,10223234,8/1/2019 0:00,7/31/2024 0:00,Non-SBIR/STTR,2021,428090, ,NCI,288633,139457,428090
Epigenetic Regulation of Cutaneous Tumorigenesis,10223237,8/1/2020 0:00,7/31/2025 0:00,Other Research-Related,2021,235763, ,NCI,218299,17464,235763
Project 3: Using RNAi-based Spherical Nucleic Acid (SNA) Nanoconjugates Targeting Bcl2L12 to Promote Therapy-Induced Apoptosis in Glioblastoma,10224126,8/17/2018 0:00,7/31/2023 0:00,Research Centers,2021, ,262751, ,155812,106939, 
New Therapeutic Targets in Small Cell Lung Cancer that are Epistatic or Synthetic Lethal with pRB Loss,10224131,9/19/2017 0:00,8/31/2022 0:00,Other Research-Related,2021,177120, ,NCI,164000,13120,177120
Dual inhibition of MDM2 and XIAP as a therapeutic strategy in cancer,10224705,7/28/2020 0:00,6/30/2025 0:00,Non-SBIR/STTR,2021,541500, ,NCI,462559,78941,541500
Defining diverse roles of p53 in pancreatic cancer,10224768,8/1/2017 0:00,7/31/2022 0:00,Other Research-Related,2021,170640, ,NCI,158000,12640,170640
Investigating chromatin mechanisms using viral systems,10225323,9/1/2019 0:00,3/31/2022 0:00,Non-SBIR/STTR,2021,316631, ,NIGMS,179904,136727,316631
miR-155 targeted therapeutics for precision medicine in lung cancer,10225382,8/3/2018 0:00,7/31/2023 0:00,Non-SBIR/STTR,2021,512229, ,NCI,364390,147839,512229
Targeting metabolic vulnerabilities in glioblastoma,10225454,8/7/2017 0:00,7/31/2022 0:00,Non-SBIR/STTR,2021,490971, ,NCI,332432,158539,490971
Project 2: Targeting metabolic vulnerabilities in glioblastoma,10225551,8/11/2017 0:00,7/31/2022 0:00,Research Centers,2021, ,334315, ,214305,120010, 
Project 4: Novel epigenetic treatment of IDH mutant gliomas,10225553,8/11/2017 0:00,7/31/2022 0:00,Research Centers,2021, ,337783, ,224340,113443, 
Integrative approaches to elucidate p53 transcriptional networks during carcinogenesis,10225994,8/14/2015 0:00,7/31/2022 0:00,Non-SBIR/STTR,2021,974343, ,NCI,600000,383302,974343
Targeting NADPH Oxidase for Pancreatic Cancer Prevention and Therapy,10226904,8/1/2020 0:00,4/30/2025 0:00,Non-SBIR/STTR,2021,361779, ,NCI,228750,133029,361779
Phosphoinositides and Cancer Metabolism,10226926,9/5/2016 0:00,6/30/2022 0:00,Non-SBIR/STTR,2021,1017000, ,NCI,600000,417000,1017000
Project 3: Molecular Markers for Early Detection of Esophageal Carcinogenesis,10227754,9/14/2011 0:00,7/31/2023 0:00,Research Centers,2021, ,232499, ,151369,81130, 
Augmenting T cell trafficking and functionality through novel combinations of epigenetic agents and PD-1 blockade,10227765,8/28/2017 0:00,7/31/2023 0:00,Non-SBIR/STTR,2021,393450, ,NCI,228750,164700,393450
PROJECT 4: Interrogating PP2A Signaling in Human Cancers,10227785,8/1/2017 0:00,7/31/2023 0:00,Non-SBIR/STTR,2021, ,326362, ,186750,139612, 
DNA-PKcs and PIDD interaction in DNA damage response,10228547,9/1/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021,370575, ,NCI,228750,141825,370575
Investigating the metastatic drive in pancreas cancer,10228721,8/9/2018 0:00,3/31/2022 0:00,Non-SBIR/STTR,2021,258637, ,NCI,146953,111684,258637
Understanding the role of TWIST1 in colorectal cancer progression and metastasis,10229284,7/1/2021 0:00,11/30/2024 0:00,"Training, Individual",2021,37751, ,NCI,37751, ,37751
Project 1: Combinatorial Molecular Tumor Drivers in Basal and Supra-                 basal Urothelial Cells,10229412,9/12/2013 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,343182, ,202467,140715, 
Novel NFAT1-MDM2 inhibitor for Breast Cancer Therapy,10229424,9/4/2017 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,578917, ,NCI,407125,171792,578917
(PQ6)Nuclear receptor mechanisms in circadian disruption induced hepatocarcinogenesis,10231158,9/18/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,500441, ,NCI,344958,155483,500441
Gain-of-function mutant p53 and metabolic reprogramming in colorectal cancer,10231719,4/1/2021 0:00,3/31/2026 0:00,Non-SBIR/STTR,2021,440108, ,NCI,280944,159164,440108
Investigating a Wnt-telomere feedback loop in the colorectal adenoma-carcinoma sequence,10232000,3/1/2021 0:00,2/28/2025 0:00,"Training, Individual",2021,46036, ,NCI,46036, ,46036
(PQ3) UNDERSTANDING THE INTERACTIONS BETWEEN GERMLINE AND SOMATIC ALTERATIONS in the PATHOGENESIS OF GLIOMAS,10232093,9/4/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,629677, ,NCI,396023,233654,629677
Novel Therapeutic Approaches Targeting Tumor Suppressor Deficiencies in Advanced Prostate Cancer,10232348,9/1/2019 0:00,8/31/2022 0:00,Non-SBIR/STTR,2021,249000, ,NCI,153704,95296,249000
Investigation of sub-lineages in pulmonary neuroendocrine cells and identification of the cells of origin of small cell lung cancer,10232596,9/16/2020 0:00,8/31/2023 0:00,Non-SBIR/STTR,2020,249000, ,NCI,157169,91831,249000
Determining the Molecular Contributions of KDM2A in NSCLC Metastasis,10232826,9/1/2021 0:00,8/31/2024 0:00,"Training, Individual",2021,46036, ,NCI,46036, ,46036
Project 4-Modulating Innate Immunity to Overcome Resistance to PD-1/PD-L1 Blockade,10234050,6/1/2006 0:00,8/31/2023 0:00,Research Centers,2021, ,332308, ,207205,125103, 
Identifying the vulnerabilities in Mdm2 overexpressing cancer cells,10236402,8/11/2020 0:00,7/31/2025 0:00,Non-SBIR/STTR,2021,83662, ,NCI,51643,32019,83662
Molecular Pathogenesis of Two Newly Defined Major Subgroups of PTCL,10237158,9/19/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021, ,408752, ,408752,0, 
Comparative analysis between patient-derived models of pancreatic ductal adenocarcinomas and matched tumor specimens,10238080,9/12/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021,714330, ,NCI,506182,208148,714330
Role of ER stress-driven IRE1ÃÂ±-XBP1 Signaling in Lung Cancer Pathogenesis,10238734,7/1/2017 0:00,6/30/2021 0:00,"Training, Individual",2020,45520, ,NCI,45520, ,45520
Regulation of Cellular Proliferation by Novel Mitochondrial-Encoded Tumor Suppressors,10238768,9/1/2020 0:00,5/31/2024 0:00,Non-SBIR/STTR,2021,326942, ,NIGMS,200000,126942,326942
Functional genomics approach to evaluate mechanisms of mutant p53 gain-of-function phenotypes,10240594,9/9/2019 0:00,12/31/2021 0:00,"Training, Individual",2021,10276, ,NCI,10276, ,10276
Role of POT1 mutations in glioma initiation,10240676,9/30/2019 0:00,8/31/2024 0:00,Other Research-Related,2021,176414, ,NINDS,163420,12994,176414
Evaluating candidate mediators of prostate cancer metastasis and neuro endocrine prostate cancer (NEPC) trans differentiation,10241237,9/14/2018 0:00,4/30/2024 0:00,Non-SBIR/STTR,2021,130212, ,NCI,75793,54419,130212
Targeting BCAT1 and branched-chain amino acid metabolism for the detection and prevention of SCLC,10241289,9/10/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,458690, ,NCI,327162,131650,458690
Genomic and Functional Identification of Chemotherapy Resistance Mechanisms in Small Cell Lung Cancer,10241343,9/1/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,561139, ,NCI,591381,176287,561139
Research Project 2: Pathological Diagnosis and Etiology of Ocular Surface Squamous Neoplasia in Zambia,10242679,9/15/2017 0:00,10/15/2021 0:00,Research Centers,2021, ,1664, ,26948,16451, 
Genome instability in cancer: telomeres and DNA repair,10242700,9/2/2016 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,905588, ,NCI,600000,417000,905588
Regulation Of Epidermal Differentiation,10244800, , ,Intramural Research,2020,2112155, ,NIAMS, , ,2112155
Project 1:The Carolina Breast Cancer Study,10244929,8/5/1997 0:00,8/31/2023 0:00,Research Centers,2021, ,585719, ,377802,208170, 
Project 4: Chromatin Remodeling Drives the Adaptive Resistance Response to Targeted Kinase Inhibition in Breast Cancer,10244932,8/5/1997 0:00,8/31/2023 0:00,Research Centers,2021, ,337963, ,217994,120114, 
Molecular mechanisms of SCLC initiation and detection in mice and humans,10245149,9/19/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,567542, ,NCI,371817,223587,567542
Resolving the cancer relevance of predisposition gene mutations,10245286,9/1/2020 0:00,8/31/2027 0:00,Non-SBIR/STTR,2021,952518, ,NCI,661720,390415,952518
Neuroendocrine mechanisms of prostate cancer progression,10245737,7/7/2015 0:00,6/30/2021 0:00,Non-SBIR/STTR,2020,49997, ,NCI,31845,18152,49997
Regulation of transcriptional activation by protein disorder,10247077,6/1/2016 0:00,6/30/2024 0:00,Non-SBIR/STTR,2021,318706, ,NIGMS,262444,56262,318706
Full Project 3: Molecular Pathways to Breast Cancer Mortality among African American and White Women,10247136,9/28/2010 0:00,8/31/2022 0:00,Research Centers,2020, ,31100, ,20000,11100, 
SPORE University of Texas M. D. Anderson Cancer Center-Leukemia,10247497,8/5/2003 0:00,8/31/2023 0:00,Research Centers,2021,1689836, ,NCI,1197734,492102,1689836
Sphingolipids in Cancer Biology and Therapy,10247617,8/1/2003 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021,1299443, ,NCI,823319,476124,1299443
Project 2: Role of ACER2 in Liver Cancer,10247634,8/1/2003 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,198736, ,126477,72259, 
Project 3: Role of Sphingosine Kinase in P53 Cancer Biology,10247635,8/1/2003 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,198271, ,127125,71146, 
HCV Infection and Innate Immunity,10248111, , ,Intramural Research,2020,0, , , , , 
UBIQUITIN-PROTEASOME PATHWAY IN CANCER,10248350,9/1/2018 0:00,8/31/2023 0:00,Non-SBIR/STTR,2021,319395, ,NIGMS,194753,124642,319395
Precision approaches to refining TP53-associated cancer risk,10248481,9/18/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021,1705096, ,NCI,1233730,471366,1705096
Synergistic combinations that target apoptosis induction in PTCL,10249205,9/1/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,462042, ,361571,100471, 
Genomics and Proteomics of Head and Neck Cancer,10249842, , ,Intramural Research,2020,972669, ,NIDCD, , ,972669
Therapeutic Targeting of Receptor Tyrosine Kinase Hierarchies in Schwann Cell Neoplasms,10249969,9/1/2020 0:00,6/30/2025 0:00,Non-SBIR/STTR,2021,376348, ,NINDS,251837,124511,376348
Project 2: Reversing resistance caused by lineage plasticity through epigenetic therapy,10250362,9/30/2017 0:00,8/31/2023 0:00,Research Centers,2021, ,475484, ,359103,167123, 
Placenta specific and ribosomal RNA genes: structure and function,10250874, , ,Intramural Research,2020,924081, ,NIA, , ,924081
Research Project 2 - Targeting Melanoma Tumor Survival and Apoptotic Machinery,10251044,9/30/2017 0:00,8/31/2023 0:00,Research Centers,2021, ,308002, ,308002,0, 
U.T. M. D. Anderson Cancer Center SPORE in Ovarian Cancer,10251109,9/22/2017 0:00,8/31/2023 0:00,Research Centers,2021,1686672, ,NCI,1071608,615064,1686672
Project 1: High Grade Cancers: Capitalizing on PARPness in Ovarian Carcinoma,10251114,9/22/2017 0:00,8/31/2023 0:00,Research Centers,2021, ,344121, ,215076,129045, 
"Post-transcriptional control of Proliferation, Stress Response & Carcinogenesis",10251664, , ,Intramural Research,2020,2144276, ,NIA, , ,2144276
Genetic Susceptibility To Carcinogens,10251694, , ,Intramural Research,2020,438205, ,NIEHS, , ,438205
Discovery And Functional Genomics Of Environmental Response Genes,10251701, , ,Intramural Research,2020,2120911, ,NIEHS, , ,2120911
Elucidating the molecular determinants of p53-mediated pleiotropic effects,10251909,7/1/2020 0:00,6/30/2023 0:00,"Training, Individual",2021,33439, ,NCI,33439, ,33439
Project 2: TOPK/PRPK as Novel Targets for Skin Cancer Prevention,10252870,9/10/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,160335, ,110775,49560, 
Project 3: Translational Studies and Clinical Pharmacology of TLR4 and TOPK Signaling Pathway Inhibitors for Prevention of Squamous Cell Carcinoma of the Skin,10252871,9/10/2019 0:00,8/31/2024 0:00,Non-SBIR/STTR,2021, ,227817, ,178257,49560, 
Prevention of anal cancer in People Living with HIV (PLWH),10253321,10/1/2021 0:00,9/30/2025 0:00,Non-SBIR/STTR,2022, , , , , , 
"Tumor microenvironment in CLL and MCL: pathogenesis, targets, and therapy",10253806, , ,Intramural Research,2020,2408401, ,NHLBI, , ,2408401
Mitochondrial regulation and function in cancer and cardiovascular biology,10253814, , ,Intramural Research,2020,1208174, ,NHLBI, , ,1208174
Lysosome biogenesis and homeostasis,10253872, , ,Intramural Research,2020,1008803, ,NHLBI, , ,1008803
"Detection, prevention and treatment of acute myeloid leukemia (AML) relapse.",10253876, , ,Intramural Research,2020,1637478, ,NHLBI, , ,1637478
"microRNA, immunophenotypic, and somatic alterations in hematologic malignancies",10255218, , ,Intramural Research,2020,0, , , , , 
Bone Marrow Histopathological Changes in Neoplastic and Non-Neoplastic Diseases,10255219, , ,Intramural Research,2020,0, , , , , 
Natural History of Familial Carcinoid Tumor,10255245, , ,Intramural Research,2020,714196, ,NIDDK, , ,714196
Human Genes Affecting Chromosome Metabolism and Stress Response,10255259, , ,Intramural Research,2020,17940, ,NIEHS, , ,17940
High-throughput Screening for SHH medulloblastoma,10255327, , ,Intramural Research,2020,112360, ,NCATS, , ,112360
Oncogenic Roles and Therapeutic Potential of MCL1 Addiction in Primary Effusion Lymphoma,10255517,9/4/2020 0:00,8/31/2023 0:00,Other Research-Related,2021,158397, ,NCI,146664,11733,158397
Roll of Nitrous Oxide (NO) and Cyclic GMP in Cancer,10256298,10/1/2021 0:00,9/30/2025 0:00,Non-SBIR/STTR,2022, , , , , , 
Site-specific epigenetic activation of TP53 to improve cancer therapy,10258179,9/16/2021 0:00,9/15/2023 0:00,SBIR/STTR,2021,350000, ,NIGMS, , ,350000
Oncogenic Function of FBXW7 R465 mutation reveals a new opportunity for cancer therapy,10260262, , ,Intramural Research,2020,15316, ,NIA, , ,15316
Development of novel PIP4K inhibitors to treat p53-null cancer,10260471,9/10/2020 0:00,6/30/2024 0:00,Non-SBIR/STTR,2021,338769, ,NIGMS,202250,136519,338769
Using a chemical biology approach to develop novel inhibitors of mitochondrial oxidative phosphorylation for the treatment of ovarian cancer,10260915,4/1/2022 0:00,3/31/2026 0:00,Non-SBIR/STTR,2022, , , , , , 
Toxicology in the 21st Century Program (Tox21) - Systems Toxicology,10261234, , ,Intramural Research,2020,295462, ,NCATS, , ,295462
C. Elegans as a Model of Cell Senescence and Alzheimer's Disease,10261332,9/15/2020 0:00,4/30/2024 0:00,Non-SBIR/STTR,2021,192500, ,NIA,125000,67500,192500
Mutant p53 gain-of-function as an actionable target in cancer therapy,10261455,9/11/2020 0:00,8/31/2025 0:00,Non-SBIR/STTR,2021,212358, ,NCI,133140,79218,212358
Understanding Richter's Transformation in the targeted therapies era,10261511,9/11/2020 0:00,5/31/2025 0:00,Non-SBIR/STTR,2021,474404, ,NCI,304105,170299,474404
Chromosomal Proteins and Chromosomal Functions,10262005, , ,Intramural Research,2020,916515, ,NCI, , ,916515
Pathways that Suppress or Accelerate Premalignant Progression of Squamous Cancer,10262009, , ,Intramural Research,2020,1200776, ,NCI, , ,1200776
"Tumor Suppressor Protein, p53",10262014, , ,Intramural Research,2020,579777, ,NCI, , ,579777
Genetically Engineered Mouse Models to Study Melanoma Genesis and Progression,10262030, , ,Intramural Research,2020,1151331, ,NCI, , ,1151331
Regulation of Lymphocyte Proliferation and Replicative Capacity,10262042, , ,Intramural Research,2020,241088, ,NCI, , ,241088
The Genetics of Susceptibility to Mouse Plasma Cell Tumors,10262045, , ,Intramural Research,2020,525449, ,NCI, , ,525449
The Role of Cellular Receptors Involved in Inflammation and Tumor Progression,10262048, , ,Intramural Research,2020,419275, ,NCI, , ,419275
DNA repair,10262056, , ,Intramural Research,2020,2074981, ,NCI, , ,2074981
Enzymes and Substrates of the Ubiquitin Conjugating System,10262057, , ,Intramural Research,2020,1057306, ,NCI, , ,1057306
Identification of Genetic Factors Associated with Infectious Diseases,10262058, , ,Intramural Research,2020,312151, ,NCI, , ,312151
Role of CEBP transcription factors in cell growth and tumorigenesis,10262069, , ,Intramural Research,2020,1500440, ,NCI, , ,1500440
Immune Reconstitution,10262110, , ,Intramural Research,2020,2241386, ,NCI, , ,2241386
Phase I study of bortezomib and DA-EPOCH-R with microarray in DLBCL,10262136, , ,Intramural Research,2020,141496, ,NCI, , ,141496
"Role of inflammation, innate resistance, and immunity in carcinogenesis",10262154, , ,Intramural Research,2020,957864, ,NCI, , ,957864
Tumor stem cells and metastatic outcomes in mouse models of prostate cancer,10262157, , ,Intramural Research,2020,392536, ,NCI, , ,392536
p53-induced Regulation of Transcription in the Chromatin Context,10262170, , ,Intramural Research,2020,186698, ,NCI, , ,186698
